Flag/Circled,Label,Dynamic Metadata,Name,Reel/Tape,Camera,Shoot Date,Shooting Day,Crew Unit,Episode,Scene,Take,Duration,Look Source Name,Look Name,CDL Nodes,SAT Nodes,Director,Cinematographer,EI/ISO (clip),WB (clip),Tint (clip),Frames,Shutter Angle,Sensor FPS,Lens Model,Focal Length,T-Stop,Focus Distance,Codec,File Type,Resolution,Project FPS,TC Start,TC End,File Size,Soundroll,In/Out Duration,Firmware Version,Lens Serial,Recorder Model,LUT Nodes,ShotID,Shothub Link
"","No Label","","D_0004C001_250521_093504_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129B","01","83","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1990","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 2/10","13.5 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","09:35:25.11","09:36:48.09","20116062580","SR003","1990","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","YEJ-2VE-ZH2","https://shotid.net/YEJ-2VE-ZH2"
"","No Label","","D_0004C002_250521_094039_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129B","02","97","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","2332","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 2/10","9.83 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","09:41:00.14","09:42:37.18","23368176024","SR003","2332","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","E28-TGY-AE8","https://shotid.net/E28-TGY-AE8"
"","No Label","","D_0004C003_250521_094421_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129B","03","97","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","2325","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 2/10","10.5 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","09:44:42.19","09:46:19.16","23135834520","SR003","2325","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","RPU-YSK-VGM","https://shotid.net/RPU-YSK-VGM"
"X","No Label","","D_0004C004_250521_094731_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129B","04","90","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","2167","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 2/10","8.78 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","09:47:53.00","09:49:23.07","21504389528","SR003","2167","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","3XR-WPL-CRM","https://shotid.net/3XR-WPL-CRM"
"","No Label","","D_0004C005_250521_094926_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129B","05","47","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1135","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 2/10","4.18 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","09:49:47.12","09:50:34.19","11510669540","","1135","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","BS3-XR9-Z97","https://shotid.net/BS3-XR9-Z97"
"","No Label","","D_0004C006_250521_100400_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129C","01","88","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","2105","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","9.90 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:04:22.01","10:05:49.18","20795715956","SR003","2105","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","HGU-9LP-QHP","https://shotid.net/HGU-9LP-QHP"
"","No Label","","D_0004C007_250521_100605_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129C","02","77","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1852","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","11.2 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:06:27.02","10:07:44.06","18429604176","SR003","1852","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","JUP-S43-5ZV","https://shotid.net/JUP-S43-5ZV"
"","No Label","","D_0004C008_250521_100728_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129C","02","3","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","63","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","4.74 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:07:49.17","10:07:52.08","695595092","SR003","63","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","A7H-P6A-LVR","https://shotid.net/A7H-P6A-LVR"
"X","No Label","","D_0004C009_250521_100857_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129C","03","82","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1963","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","10.8 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:09:18.21","10:10:40.16","19546550644","SR003","1963","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","9FD-S56-MLZ","https://shotid.net/9FD-S56-MLZ"
"","No Label","","D_0004C010_250521_101046_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129C","04","19","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","453","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","7.06 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:11:08.05","10:11:27.02","4570669176","","453","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","J8K-7GP-SV7","https://shotid.net/J8K-7GP-SV7"
"","No Label","","D_0004C011_250521_102434_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129C","04","14","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","325","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 1/10","6.09 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:24:55.20","10:25:09.09","2932793464","","325","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","A8K-TBZ-URN","https://shotid.net/A8K-TBZ-URN"
"","No Label","","D_0004C012_250521_111001_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129D","01","76","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1822","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 1/10","8.31 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:10:22.09","11:11:38.07","19603165520","SR003","1822","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","WNF-R75-D5D","https://shotid.net/WNF-R75-D5D"
"X","No Label","","D_0004C013_250521_111244_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129D","02","251","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","6017","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 2/10","8.61 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:13:05.19","11:17:16.12","62851048408","SR003","6017","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","9F7-8CZ-7CN","https://shotid.net/9F7-8CZ-7CN"
"","No Label","","D_0004C014_250521_111743_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129D","02","49","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1187","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8","8.31 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:18:05.01","11:18:54.12","12502548708","","1187","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","SG9-JAY-5EX","https://shotid.net/SG9-JAY-5EX"
"","No Label","","D_0004C015_250521_114400_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129E","01","64","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1539","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2.8","5.78 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:44:21.06","11:45:25.09","16446550316","SR003","1539","4.00.00","962","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","DBC-73U-T55","https://shotid.net/DBC-73U-T55"
"","No Label","","D_0004C016_250521_114535_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129E","02","126","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","3034","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2.8","5.78 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:45:56.11","11:48:02.21","32376295940","SR003","3034","4.00.00","962","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","6U4-2YG-DY2","https://shotid.net/6U4-2YG-DY2"
"X","No Label","","D_0004C017_250521_114949_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129E","03","124","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","2978","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2.8","6.13 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:50:10.18","11:52:14.20","31719416324","SR003","2978","4.00.00","962","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","9HV-KT7-HSF","https://shotid.net/9HV-KT7-HSF"
"","No Label","","D_0004C018_250521_115225_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129E","03","18","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","432","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2.8","7.24 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:52:46.10","11:53:04.10","4602703992","","432","4.00.00","962","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","CNP-ZC9-UV5","https://shotid.net/CNP-ZC9-UV5"
"","No Label","","D_0004C019_250521_123607_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129F","01","74","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1772","172.8° @ 24fps","24","COOKE S4 911","35.0 mm","2.8 2/10","2.83 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:36:28.13","12:37:42.09","17714782544","SR003","1772","4.00.00","911","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","YN2-LKS-HZH","https://shotid.net/YN2-LKS-HZH"
"","No Label","","D_0004C020_250521_123857_h1EI5","D_0004_1EI5","D_","20250521","SD003","ENT","301","129F","02","186","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","4461","172.8° @ 24fps","24","COOKE S4 911","35.0 mm","2.8 2/10","2.84 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:39:18.12","12:42:24.09","43858858716","SR003","4461","4.00.00","911","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","WUR-MYG-WQC","https://shotid.net/WUR-MYG-WQC"
"X","No Label","","D_0005C001_250521_124425_h1EI5","D_0005_1EI5","D_","20250521","SD003","ENT","301","129F","03","391","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","9391","172.8° @ 24fps","24","COOKE S4 911","35.0 mm","2.8 2/10","3.03 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:44:46.23","12:51:18.06","92280264144","SR003","9391","4.00.00","911","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","R4B-76P-2XZ","https://shotid.net/R4B-76P-2XZ"
"","No Label","","D_0005C002_250521_125136_h1EI5","D_0005_1EI5","D_","20250521","SD003","ENT","301","129F","03","50","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1192","172.8° @ 24fps","24","COOKE S4 911","35.0 mm","2.8 2/10","3.05 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:51:58.03","12:52:47.19","11396292836","SR003","1192","4.00.00","911","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","64C-G2H-KSR","https://shotid.net/64C-G2H-KSR"
"","No Label","","D_0005C003_250521_125556_h1EI5","D_0005_1EI5","D_","20250521","SD003","ENT","301","129F 129F","04","56","102_F","102_F","(1.0046 0.9985 1.0006) (-0.0073 0.0025 -0.0033) (1.0106 1.0106 1.0106)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1336","172.8° @ 24fps","24","COOKE S4 911","35.0 mm","2.8 2/10","3.20 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:56:17.06","12:57:12.22","13168156936","","1336","4.00.00","911","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","NUF-4QH-8L8","https://shotid.net/NUF-4QH-8L8"
"","No Label","","B_0004C001_250521_145739_h1CZ7","B_0004_1CZ7","B_","20250521","SD003","ENT","301","129H","01","97","103_F","103_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0190 1.0190 1.0190)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","2318","172.8° @ 24fps","24","COOKE S4 917","50.0 mm","2 6/10","10.6 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:58:56.08","16:00:32.22","23008854424","SR003","2318","4.00.00","917","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","2UZ-FWT-MHF","https://shotid.net/2UZ-FWT-MHF"
"","No Label","","B_0004C002_250521_150206_h1CZ7","B_0004_1CZ7","B_","20250521","SD003","ENT","301","129H","02","88","103_F","103_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0190 1.0190 1.0190)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","2100","172.8° @ 24fps","24","COOKE S4 917","50.0 mm","2 7/10","10.6 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","16:03:23.14","16:04:51.02","20765016436","SR003","2100","4.00.00","917","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","L5N-B59-2QZ","https://shotid.net/L5N-B59-2QZ"
"X","No Label","","B_0004C003_250521_150504_h1CZ7","B_0004_1CZ7","B_","20250521","SD003","ENT","301","129H","03","205","103_F","103_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0190 1.0190 1.0190)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","4911","172.8° @ 24fps","24","COOKE S4 917","50.0 mm","2 6/10","10.5 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","16:06:20.20","16:09:45.11","48861549348","SR003","4911","4.00.00","917","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","CPC-YCA-U56","https://shotid.net/CPC-YCA-U56"
"","No Label","","B_0004C004_250521_150903_h1CZ7","B_0004_1CZ7","B_","20250521","SD003","ENT","301","129H","04","59","103_F","103_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0190 1.0190 1.0190)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1417","172.8° @ 24fps","24","COOKE S4 917","50.0 mm","2 6/10","10.5 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","16:10:20.06","16:11:19.07","14154961160","","1417","4.00.00","917","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","MGY-NW2-XD6","https://shotid.net/MGY-NW2-XD6"
